"id","device","core_id","reading_mm","reading_reported","date_created"
291,1,400036001751353338363036,363,"2019-03-12 05:20:27.201","2019-03-12 05:20:34.473394"
292,1,400036001751353338363036,362,"2019-03-12 05:50:49.775","2019-03-12 05:50:49.943754"
293,1,400036001751353338363036,359,"2019-03-12 06:21:12.497","2019-03-12 06:21:12.601244"
294,1,400036001751353338363036,367,"2019-03-12 06:51:36.457","2019-03-12 06:51:36.619633"
295,1,400036001751353338363036,362,"2019-03-12 07:21:59.195","2019-03-12 07:21:59.461796"
296,1,400036001751353338363036,363,"2019-03-12 07:52:21.019","2019-03-12 07:52:21.228124"
297,1,400036001751353338363036,364,"2019-03-12 08:22:42.261","2019-03-12 08:22:42.570299"
298,1,400036001751353338363036,364,"2019-03-12 08:53:04.811","2019-03-12 08:53:05.097051"
299,1,400036001751353338363036,363,"2019-03-12 09:23:28.802","2019-03-12 09:23:29.14955"
300,1,400036001751353338363036,363,"2019-03-12 09:53:51.543","2019-03-12 09:53:51.702735"
301,1,400036001751353338363036,363,"2019-03-12 10:24:13.389","2019-03-12 10:24:13.582944"
302,1,400036001751353338363036,364,"2019-03-12 10:54:34.451","2019-03-12 10:54:34.645234"
303,1,400036001751353338363036,368,"2019-03-12 11:24:57.052","2019-03-12 11:24:57.179459"
304,1,400036001751353338363036,368,"2019-03-12 11:55:19.032","2019-03-12 11:55:19.14165"
305,1,400036001751353338363036,363,"2019-03-12 12:25:40.464","2019-03-12 12:25:40.599472"
306,1,400036001751353338363036,372,"2019-03-12 12:56:00.754","2019-03-12 12:56:00.995388"
307,1,400036001751353338363036,367,"2019-03-12 13:26:22.104","2019-03-12 13:26:22.229119"
308,1,400036001751353338363036,362,"2019-03-12 13:56:43.515","2019-03-12 13:56:43.864209"
309,1,400036001751353338363036,366,"2019-03-12 14:27:04.281","2019-03-12 14:27:04.410517"
310,1,400036001751353338363036,361,"2019-03-12 14:57:26.385","2019-03-12 14:57:26.581652"
311,1,400036001751353338363036,360,"2019-03-12 15:58:08.22","2019-03-12 15:58:20.637729"
312,1,400036001751353338363036,360,"2019-03-12 16:28:29.478","2019-03-12 16:28:29.638619"
313,1,400036001751353338363036,368,"2019-03-12 16:58:51.153","2019-03-12 16:58:51.41224"
314,1,400036001751353338363036,359,"2019-03-12 17:29:13.12","2019-03-12 17:29:13.286889"
315,1,400036001751353338363036,369,"2019-03-12 17:59:34.044","2019-03-12 17:59:34.197157"
316,1,400036001751353338363036,371,"2019-03-12 18:29:56.566","2019-03-12 18:29:56.737839"
317,1,400036001751353338363036,370,"2019-03-12 19:00:19.394","2019-03-12 19:00:19.571428"
318,1,400036001751353338363036,365,"2019-03-12 19:30:42.727","2019-03-12 19:30:42.853712"
319,1,400036001751353338363036,361,"2019-03-12 20:01:04.143","2019-03-12 20:01:04.293989"
320,1,400036001751353338363036,374,"2019-03-12 20:31:25.243","2019-03-12 20:31:26.948492"
321,1,400036001751353338363036,370,"2019-03-12 21:32:07.396","2019-03-12 21:32:28.270986"
322,1,400036001751353338363036,370,"2019-03-12 21:32:07.396","2019-03-12 21:32:37.813487"
323,1,400036001751353338363036,365,"2019-03-12 22:02:28.325","2019-03-12 22:02:28.424152"
324,1,400036001751353338363036,367,"2019-03-12 22:32:52.658","2019-03-12 22:32:53.138988"
325,1,400036001751353338363036,360,"2019-03-12 23:03:15.329","2019-03-12 23:03:15.472972"
326,1,400036001751353338363036,365,"2019-03-12 23:33:35.988","2019-03-12 23:33:36.250857"
327,1,400036001751353338363036,369,"2019-03-13 00:04:00.795","2019-03-13 00:04:00.960845"
328,1,400036001751353338363036,361,"2019-03-13 01:04:42.984","2019-03-13 01:04:53.391732"
329,1,400036001751353338363036,366,"2019-03-13 01:35:04.207","2019-03-13 01:35:04.412489"
330,1,400036001751353338363036,366,"2019-03-13 02:05:24.495","2019-03-13 02:05:24.590922"
331,1,400036001751353338363036,366,"2019-03-13 02:35:45.843","2019-03-13 02:35:46.041275"
332,1,400036001751353338363036,366,"2019-03-13 03:06:05.99","2019-03-13 03:06:06.112407"
333,1,400036001751353338363036,366,"2019-03-13 03:36:29.625","2019-03-13 03:36:29.767608"
334,1,400036001751353338363036,366,"2019-03-13 04:06:54.911","2019-03-13 04:06:55.134919"
335,1,400036001751353338363036,366,"2019-03-13 04:37:15.486","2019-03-13 04:37:15.895423"
336,1,400036001751353338363036,362,"2019-03-13 05:07:37.033","2019-03-13 05:07:37.19466"
337,1,400036001751353338363036,362,"2019-03-13 05:38:00.457","2019-03-13 05:38:00.660994"
338,1,400036001751353338363036,362,"2019-03-13 06:08:23.216","2019-03-13 06:08:23.450916"
339,1,400036001751353338363036,362,"2019-03-13 06:38:45.947","2019-03-13 06:38:46.13698"
340,1,400036001751353338363036,362,"2019-03-13 07:09:07.819","2019-03-13 07:09:08.113597"
341,1,400036001751353338363036,362,"2019-03-13 07:39:29.355","2019-03-13 07:39:29.537355"
342,1,400036001751353338363036,367,"2019-03-13 08:09:50.467","2019-03-13 08:09:50.629724"
343,1,400036001751353338363036,366,"2019-03-13 08:40:10.897","2019-03-13 08:40:11.021327"
344,1,400036001751353338363036,358,"2019-03-13 09:10:34.346","2019-03-13 09:10:34.519335"
345,1,400036001751353338363036,363,"2019-03-13 09:40:56.318","2019-03-13 09:40:56.454318"
346,1,400036001751353338363036,367,"2019-03-13 10:11:17.985","2019-03-13 10:11:18.164258"
347,1,400036001751353338363036,363,"2019-03-13 10:41:39.275","2019-03-13 10:41:39.466898"
348,1,400036001751353338363036,363,"2019-03-13 11:11:59.365","2019-03-13 11:11:59.508087"
349,1,400036001751353338363036,363,"2019-03-13 11:42:21.631","2019-03-13 11:42:21.732113"
350,1,400036001751353338363036,363,"2019-03-13 12:12:44.674","2019-03-13 12:12:44.846041"
351,1,400036001751353338363036,367,"2019-03-13 12:43:07.034","2019-03-13 12:43:07.258235"
352,1,400036001751353338363036,358,"2019-03-13 13:13:27.403","2019-03-13 13:13:27.679614"
353,1,400036001751353338363036,362,"2019-03-13 13:43:47.821","2019-03-13 13:43:47.963319"
354,1,400036001751353338363036,366,"2019-03-13 14:14:10.412","2019-03-13 14:14:10.616028"
355,1,400036001751353338363036,366,"2019-03-13 14:44:32.98","2019-03-13 14:44:33.358842"
356,1,400036001751353338363036,366,"2019-03-13 15:14:53.193","2019-03-13 15:14:53.496269"
357,1,400036001751353338363036,361,"2019-03-13 15:45:14.964","2019-03-13 15:45:15.046435"
358,1,400036001751353338363036,365,"2019-03-13 16:15:38.373","2019-03-13 16:15:38.563713"
359,1,400036001751353338363036,365,"2019-03-13 16:45:59.15","2019-03-13 16:46:13.57449"
360,1,400036001751353338363036,364,"2019-03-13 18:17:03.34","2019-03-13 18:17:13.436644"
361,1,400036001751353338363036,368,"2019-03-13 19:48:08.997","2019-03-13 19:48:11.767214"
362,1,400036001751353338363036,366,"2019-03-13 23:51:08.983","2019-03-13 23:51:23.890245"
363,1,400036001751353338363036,372,"2019-03-14 04:24:28.781","2019-03-14 04:24:41.898312"
364,1,400036001751353338363036,362,"2019-03-14 16:02:53.468","2019-03-14 16:03:11.763356"
365,1,400036001751353338363036,369,"2019-03-14 18:04:26.457","2019-03-14 18:04:36.925412"
366,1,400036001751353338363036,358,"2019-03-15 07:44:23.552","2019-03-15 07:44:34.329261"
367,1,400036001751353338363036,367,"2019-03-15 10:16:13.205","2019-03-15 10:16:26.046476"
368,1,400036001751353338363036,366,"2019-03-15 13:18:18.883","2019-03-15 13:18:31.808036"
369,1,400036001751353338363036,361,"2019-03-15 17:21:14.373","2019-03-15 17:21:31.354464"
370,1,400036001751353338363036,371,"2019-03-15 21:24:19.544","2019-03-15 21:24:31.418573"
371,1,400036001751353338363036,362,"2019-03-16 01:57:40.885","2019-03-16 01:57:56.687208"
372,1,400036001751353338363036,367,"2019-03-16 07:01:18.216","2019-03-16 07:01:31.646824"
373,1,400036001751353338363036,363,"2019-03-16 09:02:46.44","2019-03-16 09:02:59.266191"
374,1,400036001751353338363036,540,"2019-03-16 18:14:29.861","2019-03-16 18:14:40.350226"
375,1,400036001751353338363036,373,"2019-03-16 18:19:32.071","2019-03-16 18:19:32.302352"
376,1,400036001751353338363036,542,"2019-03-16 20:26:05.214","2019-03-16 20:26:13.564013"
377,1,400036001751353338363036,375,"2019-03-16 20:31:05.683","2019-03-16 20:31:06.005632"
378,1,400036001751353338363036,371,"2019-03-16 21:31:50.06","2019-03-16 21:32:03.037148"
379,1,400036001751353338363036,358,"2019-03-17 01:34:44.77","2019-03-17 01:34:59.756702"
380,1,400036001751353338363036,358,"2019-03-17 07:09:03.781","2019-03-17 07:09:16.564249"
381,1,400036001751353338363036,360,"2019-03-17 17:16:37.425","2019-03-17 17:16:48.23647"
382,1,400036001751353338363036,360,"2019-03-17 17:46:57.929","2019-03-17 17:47:00.574193"
383,1,400036001751353338363036,539,"2019-03-17 18:22:22.191","2019-03-17 18:22:22.41781"
384,1,400036001751353338363036,376,"2019-03-17 18:27:24.411","2019-03-17 18:27:24.60818"
385,1,400036001751353338363036,372,"2019-03-17 18:57:43.081","2019-03-17 18:57:43.268754"
386,1,400036001751353338363036,371,"2019-03-17 19:28:03.274","2019-03-17 19:28:03.571701"
387,1,400036001751353338363036,366,"2019-03-17 19:58:24.779","2019-03-17 19:58:25.131346"
388,1,400036001751353338363036,366,"2019-03-17 20:28:46.933","2019-03-17 20:28:47.166024"
389,1,400036001751353338363036,375,"2019-03-17 20:59:08.986","2019-03-17 20:59:22.430344"
390,1,400036001751353338363036,542,"2019-03-17 21:04:11.319","2019-03-17 21:04:11.462413"
391,1,400036001751353338363036,367,"2019-03-17 21:09:14.01","2019-03-17 21:09:14.13889"
392,1,400036001751353338363036,367,"2019-03-17 21:39:33.928","2019-03-17 21:39:34.057611"
393,1,400036001751353338363036,368,"2019-03-17 22:09:57.068","2019-03-17 22:09:57.2621"
394,1,400036001751353338363036,360,"2019-03-17 22:40:23.239","2019-03-17 22:40:50.154784"
395,1,400036001751353338363036,360,"2019-03-17 22:40:23.239","2019-03-17 22:40:53.468133"
396,1,400036001751353338363036,361,"2019-03-17 23:10:46.625","2019-03-17 23:10:47.759744"
397,1,400036001751353338363036,361,"2019-03-17 23:41:07.843","2019-03-17 23:41:08.057522"
398,1,400036001751353338363036,362,"2019-03-18 00:11:29.302","2019-03-18 00:11:29.495588"
399,1,400036001751353338363036,357,"2019-03-18 00:41:49.502","2019-03-18 00:41:49.63039"
400,1,400036001751353338363036,364,"2019-03-18 01:12:13.028","2019-03-18 01:12:13.204708"
401,1,400036001751353338363036,368,"2019-03-18 01:42:34.838","2019-03-18 01:42:35.116379"
402,1,400036001751353338363036,364,"2019-03-18 02:12:56.109","2019-03-18 02:12:56.347641"
403,1,400036001751353338363036,368,"2019-03-18 02:43:18.688","2019-03-18 02:43:18.828569"
404,1,400036001751353338363036,364,"2019-03-18 03:13:40.548","2019-03-18 03:13:40.760014"
405,1,400036001751353338363036,363,"2019-03-18 03:44:04.545","2019-03-18 03:44:04.764763"
406,1,400036001751353338363036,367,"2019-03-18 04:14:28.039","2019-03-18 04:14:28.207305"
407,1,400036001751353338363036,367,"2019-03-18 04:44:52.017","2019-03-18 04:44:52.216907"
408,1,400036001751353338363036,367,"2019-03-18 05:15:13.954","2019-03-18 05:15:14.141241"
409,1,400036001751353338363036,363,"2019-03-18 05:45:36.33","2019-03-18 05:45:36.587421"
410,1,400036001751353338363036,367,"2019-03-18 06:15:58.898","2019-03-18 06:15:59.138781"
411,1,400036001751353338363036,364,"2019-03-18 10:49:23.062","2019-03-18 10:49:33.550324"
412,1,400036001751353338363036,360,"2019-03-18 16:23:27.128","2019-03-18 16:23:41.97412"
413,1,400036001751353338363036,365,"2019-03-18 17:54:32.792","2019-03-18 17:54:45.689551"
414,1,400036001751353338363036,357,"2019-03-18 19:56:23.817","2019-03-18 19:56:40.720997"
415,1,400036001751353338363036,358,"2019-03-18 21:57:50.195","2019-03-18 21:58:02.141957"
416,1,400036001751353338363036,367,"2019-03-19 00:29:39.363","2019-03-19 00:29:54.191938"
417,1,400036001751353338363036,367,"2019-03-19 02:00:45.034","2019-03-19 02:00:59.967388"
418,1,400036001751353338363036,365,"2019-03-19 11:07:23.78","2019-03-19 11:07:35.621177"
419,1,400036001751353338363036,378,"2019-03-19 11:37:45.882","2019-03-19 11:37:48.501886"
420,1,400036001751353338363036,179,"2019-03-19 13:13:56.268","2019-03-19 13:14:06.681589"
421,1,400036001751353338363036,369,"2019-03-19 13:23:57.537","2019-03-19 13:23:57.849485"
422,1,400036001751353338363036,171,"2019-03-19 13:33:58.203","2019-03-19 13:33:58.375433"
423,1,400036001751353338363036,368,"2019-03-19 13:43:58.825","2019-03-19 13:43:59.057708"
424,1,400036001751353338363036,179,"2019-03-19 13:54:01.39","2019-03-19 13:54:01.561224"
425,1,400036001751353338363036,374,"2019-03-19 13:59:01.856","2019-03-19 13:59:02.02571"
426,1,400036001751353338363036,174,"2019-03-19 14:34:24.108","2019-03-19 14:34:36.850612"
427,1,400036001751353338363036,374,"2019-03-19 14:44:26.357","2019-03-19 14:44:26.489513"
428,1,400036001751353338363036,527,"2019-03-19 14:54:27.606","2019-03-19 14:54:27.896986"
429,1,400036001751353338363036,374,"2019-03-19 14:59:29.063","2019-03-19 14:59:29.286325"
430,1,400036001751353338363036,373,"2019-03-19 16:30:32.776","2019-03-19 16:30:47.606366"
431,1,400036001751353338363036,373,"2019-03-19 20:33:26.1","2019-03-19 20:33:37.926953"
432,1,400036001751353338363036,373,"2019-03-19 21:34:12.66","2019-03-19 21:34:25.490654"
433,1,400036001751353338363036,374,"2019-03-20 03:38:39.119","2019-03-20 03:38:51.869094"
434,1,400036001751353338363036,388,"2019-03-20 04:09:06.256","2019-03-20 04:09:09.002047"
435,1,400036001751353338363036,374,"2019-03-20 06:41:04.181","2019-03-20 06:41:21.529316"
436,1,400036001751353338363036,374,"2019-03-20 09:12:54.563","2019-03-20 09:13:06.414872"
437,1,400036001751353338363036,527,"2019-03-20 11:49:51.477","2019-03-20 11:50:05.831187"
438,1,400036001751353338363036,496,"2019-03-20 11:54:53.556","2019-03-20 11:54:53.669153"
439,1,400036001751353338363036,388,"2019-03-20 11:59:55.649","2019-03-20 11:59:55.862944"
440,1,400036001751353338363036,504,"2019-03-20 12:09:57.535","2019-03-20 12:09:57.763314"
441,1,400036001751353338363036,388,"2019-03-20 12:14:59.461","2019-03-20 12:14:59.619542"
442,1,400036001751353338363036,496,"2019-03-20 12:25:01.329","2019-03-20 12:25:01.536421"
443,1,400036001751353338363036,375,"2019-03-20 12:30:03.451","2019-03-20 12:30:03.584397"
444,1,400036001751353338363036,497,"2019-03-21 14:25:36.663","2019-03-21 14:25:51.041819"
445,1,400036001751353338363036,458,"2019-03-26 03:14:38.966","2019-03-26 03:14:49.795789"
446,1,400036001751353338363036,436,"2019-03-26 03:24:41.372","2019-03-26 03:24:41.579187"
447,1,400036001751353338363036,437,"2019-03-26 03:55:03.253","2019-03-26 03:55:03.65126"
448,1,400036001751353338363036,446,"2019-03-26 04:25:26.506","2019-03-26 04:25:26.673125"
449,1,400036001751353338363036,441,"2019-03-26 04:55:47.898","2019-03-26 04:55:48.07555"
450,1,400036001751353338363036,437,"2019-03-26 05:26:12.61","2019-03-26 05:26:12.808579"
451,1,400036001751353338363036,442,"2019-03-26 05:56:33.327","2019-03-26 05:56:33.474909"
452,1,400036001751353338363036,437,"2019-03-26 06:26:58.104","2019-03-26 06:26:58.469742"
453,1,400036001751353338363036,438,"2019-03-26 06:57:19.708","2019-03-26 06:57:19.835961"
454,1,400036001751353338363036,446,"2019-03-26 07:27:43.547","2019-03-26 07:27:43.771621"
455,1,400036001751353338363036,441,"2019-03-26 07:58:06.244","2019-03-26 07:58:06.46793"
456,1,400036001751353338363036,446,"2019-03-26 08:28:28.166","2019-03-26 08:28:28.338433"
457,1,400036001751353338363036,441,"2019-03-26 08:58:50.386","2019-03-26 08:58:50.585499"
458,1,400036001751353338363036,450,"2019-03-26 09:29:14.378","2019-03-26 09:29:14.473948"
459,1,400036001751353338363036,437,"2019-03-26 09:59:35.819","2019-03-26 09:59:35.991193"
460,1,400036001751353338363036,437,"2019-03-26 10:29:57.854","2019-03-26 10:29:58.031171"
461,1,400036001751353338363036,437,"2019-03-26 11:00:20.604","2019-03-26 11:00:20.740148"
462,1,400036001751353338363036,437,"2019-03-26 11:30:44.473","2019-03-26 11:30:44.594332"
463,1,400036001751353338363036,437,"2019-03-26 12:01:06.958","2019-03-26 12:01:07.070756"
464,1,400036001751353338363036,437,"2019-03-26 12:31:27.426","2019-03-26 12:31:27.580919"
465,1,400036001751353338363036,437,"2019-03-26 13:01:50.037","2019-03-26 13:01:50.153482"
466,1,400036001751353338363036,437,"2019-03-26 13:32:11.598","2019-03-26 13:32:11.793395"
467,1,400036001751353338363036,446,"2019-03-26 14:02:33.135","2019-03-26 14:02:33.391995"
468,1,400036001751353338363036,446,"2019-03-26 14:32:56.442","2019-03-26 14:32:56.806812"
469,1,400036001751353338363036,441,"2019-03-26 15:03:15.913","2019-03-26 15:03:16.102922"
470,1,400036001751353338363036,441,"2019-03-26 15:33:37.555","2019-03-26 15:33:47.891567"
471,1,400036001751353338363036,441,"2019-03-26 16:03:59.127","2019-03-26 16:03:59.274792"
472,1,400036001751353338363036,436,"2019-03-26 16:34:20.96","2019-03-26 16:34:21.291407"
473,1,400036001751353338363036,437,"2019-03-26 17:04:45.026","2019-03-26 17:04:45.133274"
474,1,400036001751353338363036,445,"2019-03-26 17:35:06.865","2019-03-26 17:35:07.218274"
475,1,400036001751353338363036,442,"2019-03-26 18:05:31.644","2019-03-26 18:05:31.808174"
476,1,400036001751353338363036,442,"2019-03-26 18:35:55.702","2019-03-26 18:36:09.798551"
477,1,400036001751353338363036,442,"2019-03-26 19:06:20.151","2019-03-26 19:06:20.438189"
478,1,400036001751353338363036,442,"2019-03-26 19:36:43.657","2019-03-26 19:36:43.949038"
479,1,400036001751353338363036,437,"2019-03-26 20:07:06.907","2019-03-26 20:07:07.177126"
480,1,400036001751353338363036,443,"2019-03-26 20:37:30.417","2019-03-26 20:37:30.641935"
481,1,400036001751353338363036,438,"2019-03-26 21:07:52.387","2019-03-26 21:07:52.595253"
482,1,400036001751353338363036,442,"2019-03-26 21:38:15.234","2019-03-26 21:38:15.404567"
483,1,400036001751353338363036,442,"2019-03-26 22:08:38.823","2019-03-26 22:08:39.008336"
484,1,400036001751353338363036,450,"2019-03-26 22:38:59.277","2019-03-26 22:38:59.396604"
485,1,400036001751353338363036,446,"2019-03-26 23:09:22.769","2019-03-26 23:09:22.958673"
486,1,400036001751353338363036,446,"2019-03-26 23:39:45.467","2019-03-26 23:39:45.667742"
487,1,400036001751353338363036,442,"2019-03-27 00:10:07.231","2019-03-27 00:10:07.450922"
488,1,400036001751353338363036,451,"2019-03-27 00:40:30.111","2019-03-27 00:40:30.34915"
489,1,400036001751353338363036,446,"2019-03-27 01:10:54.851","2019-03-27 01:10:54.997707"
490,1,400036001751353338363036,446,"2019-03-27 01:41:14.175","2019-03-27 01:41:14.371905"
491,1,400036001751353338363036,477,"2019-03-27 01:48:00.753","2019-03-27 01:48:01.033886"
492,1,400036001751353338363036,468,"2019-03-27 01:48:03.619","2019-03-27 01:48:03.798254"
493,1,400036001751353338363036,186,"2019-03-27 01:54:20.697","2019-03-27 01:54:20.79122"
494,1,400036001751353338363036,451,"2019-03-27 01:59:44.862","2019-03-27 01:59:45.144358"
495,1,400036001751353338363036,552,"2019-03-27 02:01:27.714","2019-03-27 02:01:27.912286"
496,1,400036001751353338363036,556,"2019-03-27 02:04:00.988","2019-03-27 02:04:01.094425"
497,1,400036001751353338363036,450,"2019-03-27 02:06:12.051","2019-03-27 02:06:12.25238"
498,1,400036001751353338363036,442,"2019-03-27 02:07:56.994","2019-03-27 02:07:57.101806"
499,1,400036001751353338363036,161,"2019-03-27 02:24:14.511","2019-03-27 02:24:14.655443"
500,1,400036001751353338363036,446,"2019-03-27 02:40:03.431","2019-03-27 02:40:03.651789"
501,1,400036001751353338363036,165,"2019-03-27 02:56:20.253","2019-03-27 02:56:20.537851"
502,1,400036001751353338363036,165,"2019-03-27 03:12:11.292","2019-03-27 03:12:11.420013"
503,1,400036001751353338363036,165,"2019-03-27 03:28:27.744","2019-03-27 03:28:28.05468"
504,1,400036001751353338363036,165,"2019-03-27 03:44:16.872","2019-03-27 03:44:17.040688"
505,1,400036001751353338363036,165,"2019-03-27 04:00:33.21","2019-03-27 04:00:33.298526"
506,1,400036001751353338363036,444,"2019-03-27 04:16:25.025","2019-03-27 04:16:25.145582"
507,1,400036001751353338363036,440,"2019-03-27 04:32:42.034","2019-03-27 04:32:42.187827"
508,1,400036001751353338363036,448,"2019-03-27 04:48:31.77","2019-03-27 04:48:32.067117"
509,1,400036001751353338363036,162,"2019-03-27 04:53:59.278","2019-03-27 04:53:59.485867"
510,1,400036001751353338363036,162,"2019-03-27 05:10:16.287","2019-03-27 05:10:16.644448"
511,1,400036001751353338363036,162,"2019-03-27 05:26:09.066","2019-03-27 05:26:09.313626"
512,1,400036001751353338363036,162,"2019-03-27 05:42:26.971","2019-03-27 05:42:27.170812"
513,1,400036001751353338363036,170,"2019-03-27 05:58:16.603","2019-03-27 05:58:16.769537"
514,1,400036001751353338363036,170,"2019-03-27 06:14:33.715","2019-03-27 06:14:33.850775"
515,1,400036001751353338363036,170,"2019-03-27 06:30:25.023","2019-03-27 06:30:25.150501"
516,1,400036001751353338363036,170,"2019-03-27 06:46:41.514","2019-03-27 06:46:41.699025"
517,1,400036001751353338363036,444,"2019-03-27 07:02:33.838","2019-03-27 07:02:34.188293"
518,1,400036001751353338363036,444,"2019-03-27 07:18:52.079","2019-03-27 07:18:52.223561"
519,1,400036001751353338363036,445,"2019-03-27 07:34:41.682","2019-03-27 07:34:41.803811"
520,1,400036001751353338363036,449,"2019-03-27 07:50:59.972","2019-03-27 07:51:00.053857"
521,1,400036001751353338363036,166,"2019-03-27 08:06:49.201","2019-03-27 08:06:49.502974"
522,1,400036001751353338363036,449,"2019-03-27 08:12:17.377","2019-03-27 08:12:17.469869"
523,1,400036001751353338363036,166,"2019-03-27 08:23:09.499","2019-03-27 08:23:09.798121"
524,1,400036001751353338363036,166,"2019-03-27 08:39:26.65","2019-03-27 08:39:26.753442"
525,1,400036001751353338363036,166,"2019-03-27 08:55:17.548","2019-03-27 08:55:17.631372"
526,1,400036001751353338363036,166,"2019-03-27 09:11:34.317","2019-03-27 09:11:34.53501"
527,1,400036001751353338363036,166,"2019-03-27 09:27:23.907","2019-03-27 09:27:24.015687"
528,1,400036001751353338363036,166,"2019-03-27 09:43:41.377","2019-03-27 09:43:41.508943"
529,1,400036001751353338363036,167,"2019-03-27 09:59:31.451","2019-03-27 09:59:31.655674"
530,1,400036001751353338363036,167,"2019-03-27 10:15:49.515","2019-03-27 10:15:49.597482"
531,1,400036001751353338363036,166,"2019-03-27 10:31:38.489","2019-03-27 10:31:38.631763"
532,1,400036001751353338363036,166,"2019-03-27 10:47:56.395","2019-03-27 10:47:56.502604"
533,1,400036001751353338363036,175,"2019-03-27 11:03:48.089","2019-03-27 11:03:48.361648"
534,1,400036001751353338363036,450,"2019-03-27 11:09:15.585","2019-03-27 11:09:15.736013"
535,1,400036001751353338363036,450,"2019-03-27 11:25:33.855","2019-03-27 11:25:33.979182"
536,1,400036001751353338363036,450,"2019-03-27 11:41:22.818","2019-03-27 11:41:22.941227"
537,1,400036001751353338363036,175,"2019-03-27 11:52:15.316","2019-03-27 11:52:15.409017"
538,1,400036001751353338363036,166,"2019-03-27 12:08:31.76","2019-03-27 12:08:32.022022"
539,1,400036001751353338363036,167,"2019-03-27 12:24:22.656","2019-03-27 12:24:22.860294"
540,1,400036001751353338363036,166,"2019-03-27 12:40:39.284","2019-03-27 12:40:39.495791"
541,1,400036001751353338363036,166,"2019-03-27 12:56:28.564","2019-03-27 12:56:28.647719"
542,1,400036001751353338363036,167,"2019-03-27 13:12:45.833","2019-03-27 13:12:46.027285"
543,1,400036001751353338363036,166,"2019-03-27 13:28:35.586","2019-03-27 13:28:35.822158"
544,1,400036001751353338363036,445,"2019-03-27 13:34:02.645","2019-03-27 13:34:02.7873"
545,1,400036001751353338363036,170,"2019-03-27 13:50:19.518","2019-03-27 13:50:19.604261"
546,1,400036001751353338363036,446,"2019-03-27 14:06:09.524","2019-03-27 14:06:09.671274"
547,1,400036001751353338363036,166,"2019-03-27 14:17:01.386","2019-03-27 14:17:01.614321"
548,1,400036001751353338363036,449,"2019-03-27 14:22:29.376","2019-03-27 14:22:29.488634"
549,1,400036001751353338363036,170,"2019-03-27 14:38:46.825","2019-03-27 14:38:47.120631"
550,1,400036001751353338363036,170,"2019-03-27 14:54:38.798","2019-03-27 14:54:38.995449"
551,1,400036001751353338363036,162,"2019-03-27 15:10:55.632","2019-03-27 15:10:55.808483"
552,1,400036001751353338363036,161,"2019-03-27 15:26:47.929","2019-03-27 15:26:48.02662"
553,1,400036001751353338363036,161,"2019-03-27 15:43:04.716","2019-03-27 15:43:04.913216"
554,1,400036001751353338363036,448,"2019-03-27 15:58:55.776","2019-03-27 15:58:55.903779"
555,1,400036001751353338363036,443,"2019-03-27 16:15:11.931","2019-03-27 16:15:12.120838"
556,1,400036001751353338363036,165,"2019-03-27 16:31:01.692","2019-03-27 16:31:02.046227"
557,1,400036001751353338363036,446,"2019-03-27 16:36:29.692","2019-03-27 16:36:29.786772"
558,1,400036001751353338363036,169,"2019-03-27 16:47:22.351","2019-03-27 16:47:22.461083"
559,1,400036001751353338363036,446,"2019-03-27 16:58:15.124","2019-03-27 16:58:15.267602"
560,1,400036001751353338363036,169,"2019-03-27 17:09:06.946","2019-03-27 17:09:07.100712"
561,1,400036001751353338363036,436,"2019-03-27 17:25:24.086","2019-03-27 17:25:24.191773"
562,1,400036001751353338363036,441,"2019-03-27 17:41:13.368","2019-03-27 17:41:13.50875"
563,1,400036001751353338363036,164,"2019-03-27 17:57:30.805","2019-03-27 17:57:31.32376"
564,1,400036001751353338363036,436,"2019-03-27 18:13:23.478","2019-03-27 18:13:23.692836"
565,1,400036001751353338363036,164,"2019-03-27 18:18:50.98","2019-03-27 18:18:51.146708"
566,1,400036001751353338363036,435,"2019-03-27 18:24:16.748","2019-03-27 18:24:16.874978"
567,1,400036001751353338363036,440,"2019-03-27 18:40:35.129","2019-03-27 18:40:35.232618"
568,1,400036001751353338363036,439,"2019-03-27 18:56:24.572","2019-03-27 18:56:24.81912"
569,1,400036001751353338363036,434,"2019-03-27 19:12:42.007","2019-03-27 19:12:42.200134"
570,1,400036001751353338363036,435,"2019-03-27 19:28:34.823","2019-03-27 19:28:35.09852"
571,1,400036001751353338363036,440,"2019-03-27 19:44:52.578","2019-03-27 19:44:52.765767"
572,1,400036001751353338363036,434,"2019-03-27 20:00:45.513","2019-03-27 20:00:45.768604"
573,1,400036001751353338363036,438,"2019-03-27 20:17:03.468","2019-03-27 20:17:04.174415"
574,1,400036001751353338363036,438,"2019-03-27 20:32:53.526","2019-03-27 20:32:53.793428"
575,1,400036001751353338363036,438,"2019-03-27 20:49:10.183","2019-03-27 20:49:10.654014"
576,1,400036001751353338363036,430,"2019-03-27 21:05:00.893","2019-03-27 21:05:01.054093"
577,1,400036001751353338363036,440,"2019-03-27 21:21:18.632","2019-03-27 21:21:18.912734"
578,1,400036001751353338363036,440,"2019-03-27 21:37:08.28","2019-03-27 21:37:08.427962"
579,1,400036001751353338363036,435,"2019-03-27 21:53:24.436","2019-03-27 21:53:24.556701"
580,1,400036001751353338363036,438,"2019-03-27 22:09:16.392","2019-03-27 22:09:16.563496"
581,1,400036001751353338363036,439,"2019-03-27 22:25:34.228","2019-03-27 22:25:34.452227"
